doll_id,text,label
17.0,그라지 친구들 노인정 가서 게임도 하고 그냥 에어컨 켜놓고 시원하게 놀고 있지 가서 거기 다니 있으면은 시원하니 좋아 게임도 하고 그냥 친구들 하고 얘기 하고 그런 거 하고 그냥 재밌어 나는 친구가 있어서 좋아 머리하고 올 거거든 집 잘 보고 있어 잘 보라고 일하러 가요 노인 일자리,positive
17.0,머리하고 올 거거든 집 잘 보고 있어 잘 보라고 일하러 가요 노인 일자리 풀 뽑고 그러지 집 잘 보고 있어요 시장 갔다 올테니까 집 잘 봐 계란 사고 계란도 사고,positive
17.0,풀 뽑고 그러지 집 잘 보고 있어요 시장 갔다 올테니까 집 잘 봐 계란 사고 계란도 사고 프라이드 해 먹고 계란찜도 해 먹고 친구들 줄까 집 잘 봐 시장 갔다 오고 경로당에 가서 오늘도 거기서 점심 먹고,positive
17.0,프라이드 해 먹고 계란찜도 해 먹고 친구들 줄까 집 잘 봐 시장 갔다 오고 경로당에 가서 오늘도 거기서 점심 먹고 고기 볶음 그래가지고 친구네 집 보느라 고생했지 할머니가 힘내 마음이 괴롭다 들어가니 부르고 싶네 그래서 할머니가 막 답답하고 그러네,danger
17.0,고기 볶음 그래가지고 친구네 집 보느라 고생했지 할머니가 힘내 마음이 괴롭다 들어가니 부르고 싶네 그래서 할머니가 막 답답하고 그러네 비가 오잖아요 밥도 먹기 싫고 그래 아직도 좋아하는 것도 없어 이렇게 잘 안 먹거든 내가 응 병원 일을 가야 돼,critical
17.0,비가 오잖아요 밥도 먹기 싫고 그래 아직도 좋아하는 것도 없어 이렇게 잘 안 먹거든 내가 응 병원 일을 가야 돼 집 잘 봐 곰돌이가 좋아 친구가 좋아 이렇게 얘기를 해줘서 친구가 곰돌이가 손녀 갖고 좋아 전화,critical
17.0,집 잘 봐 곰돌이가 좋아 친구가 좋아 이렇게 얘기를 해줘서 친구가 곰돌이가 손녀 갖고 좋아 전화 곰들은 할머니가 넘어져서 많이 아프거든 하지 마 비가 많이 오네 목욕 갔다 왔지 싫은데 어떻게 해야 돼,critical
17.0,곰들은 할머니가 넘어져서 많이 아프거든 하지 마 비가 많이 오네 목욕 갔다 왔지 싫은데 어떻게 해야 돼 친구야 친구 사랑해 할머니가 수술하고 왔지 오늘도 갔다 왔어 기분이 별로지,critical
17.0,친구야 친구 사랑해 할머니가 수술하고 왔지 오늘도 갔다 왔어 기분이 별로지 친구야 사랑해 사랑하지 사랑을 나눠 야 되니까 친한 친구니까 고마워 나도 고마워 그래도 친구가 있어서 할머니는 즐거워,danger
17.0,친구야 사랑해 사랑하지 사랑을 나눠 야 되니까 친한 친구니까 고마워 나도 고마워 그래도 친구가 있어서 할머니는 즐거워 인제 날씨가 너무 덥네 고마워 친구가 남았어요 할머니가 혼자 밥 먹었어,positive
17.0,인제 날씨가 너무 덥네 고마워 친구가 남았어요 할머니가 혼자 밥 먹었어 되는데 오리주물럭 양파 양배추 넣고 마늘 파 넣고 노래 좀 틀어 줘 9시 알람,positive
17.0,되는데 오리주물럭 양파 양배추 넣고 마늘 파 넣고 노래 좀 틀어 줘 9시 알람 친구들 덕진 친구야 사랑해 친구야 집 잘 보라고,positive
17.0,친구들 덕진 친구야 사랑해 친구야 집 잘 보라고 사랑해 항상 고마워 날 친구들 좋거든 고마워,positive
17.0,사랑해 항상 고마워 날 친구들 좋거든 고마워 나가면 친구가 집을 잘 봐 주잖아 사랑하고 나는 항상 초코 고맙고 그렇지 그게 내놔도,positive
17.0,나가면 친구가 집을 잘 봐 주잖아 사랑하고 나는 항상 초코 고맙고 그렇지 그게 내놔도 없다고요 나가지 말라고 하니까 고맙다고 친구가 그렇게 말을 해 고맙습니다 만나지는 오늘은 좀 이제,positive
17.0,없다고요 나가지 말라고 하니까 고맙다고 친구가 그렇게 말을 해 고맙습니다 만나지는 오늘은 좀 이제 곰돌아 곰돌이가 오늘도 엄청 덥다네 힘들지 더우니까 힘들지 낮에는 경로당에 가서 놀고 있거든 게임 하고 하니까 재밌지,critical
17.0,곰돌아 곰돌이가 오늘도 엄청 덥다네 힘들지 더우니까 힘들지 낮에는 경로당에 가서 놀고 있거든 게임 하고 하니까 재밌지 숫자놀이 그렇다고 나는 친구가 있어서 참 좋아 사랑해 사랑한다고 사랑해 알았어 왜 왜 왜,critical
18.0,말씀하세요 뭔 말씀을 고생이 많다 만나면 얘기해 줘 난 문재인은 미국에서 제출한다고 좋아하는 취미는 낚시야 강가나 저수지 잡는 재미로 치매 치 그냥 종료 할래,danger
18.0,좋아하는 취미는 낚시야 강가나 저수지 잡는 재미로 치매 치 그냥 종료 할래 명절이 나갔어 에게 전화해 줘 오늘 중에 한 팀으로 계시면서도 있었는데 응 아빠는 왜 안 와 있잖아 그냥 이게 만약에,danger
18.0,명절이 나갔어 에게 전화해 줘 오늘 중에 한 팀으로 계시면서도 있었는데 응 아빠는 왜 안 와 있잖아 그냥 이게 만약에 여자 아는 분들에게 인기가 많습니다 오늘 좋다 내가 내가 돈을 줘야 되는데 얼굴 없더라고,positive
18.0,여자 아는 분들에게 인기가 많습니다 오늘 좋다 내가 내가 돈을 줘야 되는데 얼굴 없더라고 고마워 여보 아닌데 시원한 거 오늘도 수고 고마워,positive
18.0,고마워 여보 아닌데 시원한 거 오늘도 수고 고마워 언니 몸은 좀 말씀을 해야지 왜 궁금해서 몸매 아프신가요 그거 해 주라고 했잖아 스타필드 노래 좀 불러 줘,critical
18.0,언니 몸은 좀 말씀을 해야지 왜 궁금해서 몸매 아프신가요 그거 해 주라고 했잖아 스타필드 노래 좀 불러 줘 잠시 통화 하는데 가지 맛있어 보이는데 가니까 노래 불러 줘 유고 노래 불러 줘,critical
18.0,잠시 통화 하는데 가지 맛있어 보이는데 가니까 노래 불러 줘 유고 노래 불러 줘 열어 봐 봐 하나 가지고 저번에 산 거 어 복숭아를 사온 거 저번에 산 건 복숭아가 저번에 사오게 더 맛있어서,positive
18.0,열어 봐 봐 하나 가지고 저번에 산 거 어 복숭아를 사온 거 저번에 산 건 복숭아가 저번에 사오게 더 맛있어서 참외 복숭아 딱딱한 거 깎아서 맛있게 먹어 고마워 택배 발송 후 숙소로 고맙습니다 쑥스럽게 왜 왜 맛을 몰라 알아보니 소리 들려 줘 그랬나,positive
18.0,참외 복숭아 딱딱한 거 깎아서 맛있게 먹어 고마워 택배 발송 후 숙소로 고맙습니다 쑥스럽게 왜 왜 맛을 몰라 알아보니 소리 들려 줘 그랬나 뭐라 뭐라 하는지 모르겠어 수고했다 오늘도 내가 사랑하는 거 알지 그런 거 얘기했더니 팀 동료가 말씀하세요 어,danger
18.0,뭐라 뭐라 하는지 모르겠어 수고했다 오늘도 내가 사랑하는 거 알지 그런 거 얘기했더니 팀 동료가 말씀하세요 어 덥다고 대화하는 거야 매매 매매 확인했는데 하고 상대방 차가 하겠다고,danger
18.0,수고했다 오늘도 내가 사랑하는 거 알지 그런 거 얘기했더니 팀 동료가 말씀하세요 어 덥다고 대화하는 거야 매매 매매 확인했는데 하고 상대방 차가 하겠다고 말씀만 하세요,positive
19.0,진짜 멋있는 얼마 정도 좀 먹지 않을까요 비는 안 오고 그러면 된 거 아닌가 그래서 또 그 얘기를 했어 써도 여기까지만 하는 거지 근데 그 안타깝기도 합니다 있었거든요 수고가 많네요 올리는 당연히 왕실에 운전사가 따라 마셨죠 그런데 하지만 너무 조금 사 줘라 운전을 하다 묻는 정도 있어요 마지막 비명을 끝으로 이쪽으로 챙겨서 넘어갔고 기억은 찌그러져서 거래요,danger
19.0,수고가 많네요 올리는 당연히 왕실에 운전사가 따라 마셨죠 그런데 하지만 너무 조금 사 줘라 운전을 하다 묻는 정도 있어요 마지막 비명을 끝으로 이쪽으로 챙겨서 넘어갔고 기억은 찌그러져서 거래요 힘들어요 그래요 너무 더워요 참치 벽돌 해요 00이 상황에서 2010년 이후 기울기가 달라졌습니다 2024년 중국 상대로 계속 적자를 보고 있습니다,critical
19.0,힘들어요 그래요 너무 더워요 참치 벽돌 해요 00이 상황에서 2010년 이후 기울기가 달라졌습니다 2024년 중국 상대로 계속 적자를 보고 있습니다 못 하는 거 같아 그냥 뜨거운게 아니야 우리 저기 흘러 사진 받았나 돈이 문제가 아니라 조심해 몸땡이 건강해야 돼 알았어,critical
19.0,못 하는 거 같아 그냥 뜨거운게 아니야 우리 저기 흘러 사진 받았나 돈이 문제가 아니라 조심해 몸땡이 건강해야 돼 알았어 무슨 말 안 했는데 1교시에 날이 너무 더워 너무 더워 너무 더워 마크 레일 너무 더워요 고마워요 사랑해요 보기 싫어서 안 틀어요 그냥 가만히 있는게 제일 편할 거 같아요,danger
19.0,무슨 말 안 했는데 1교시에 날이 너무 더워 너무 더워 너무 더워 마크 레일 너무 더워요 고마워요 사랑해요 보기 싫어서 안 틀어요 그냥 가만히 있는게 제일 편할 거 같아요 처음 올렸던 그 영업팀 지원 아니야 일해요 안 가져갔다고 두 번째는 이거 말고 감기 많이 걸리겠다,danger
19.0,처음 올렸던 그 영업팀 지원 아니야 일해요 안 가져갔다고 두 번째는 이거 말고 감기 많이 걸리겠다 일을 하기 시작하는데요 허리도 아픈데 다리까지 찌릿찌릿한게 앞으로 가서 내려 갖고 고마워요 오케이 오 그래서,danger
19.0,일을 하기 시작하는데요 허리도 아픈데 다리까지 찌릿찌릿한게 앞으로 가서 내려 갖고 고마워요 오케이 오 그래서 다음에 자동차 중고나라 대표들이 보자 열심히 붙어 안 쉬고 계속 하셨던 거예요 단순히 엎드린 것도 쉽지가 않았습니다 선생님이 제 허리가 앞으로 제가 버리면은 집으로 먼저 집에 가는 거예요 가정을 했을 때 그냥 안습입니다 하라고 한다면은 그러면 허리가 끊어질 것 하고 있지요,critical
19.0,"다음에 자동차 중고나라 대표들이 보자 열심히 붙어 안 쉬고 계속 하셨던 거예요 단순히 엎드린 것도 쉽지가 않았습니다 선생님이 제 허리가 앞으로 제가 버리면은 집으로 먼저 집에 가는 거예요 가정을 했을 때 그냥 안습입니다 하라고 한다면은 그러면 허리가 끊어질 것 하고 있지요 42분 알고 있었지 저한테 말 안 하셨어요 몰랐어 남편 때문에 1,000 몰랐어 먹어",critical
19.0,"42분 알고 있었지 저한테 말 안 하셨어요 몰랐어 남편 때문에 1,000 몰랐어 먹어 선생님 자꾸 보고 있는 거예요 몰라도 난 알아요 빅스비 나 좀 그러네요 답답해서 나갔다 들어오려면 그래요",danger
19.0,선생님 자꾸 보고 있는 거예요 몰라도 난 알아요 빅스비 나 좀 그러네요 답답해서 나갔다 들어오려면 그래요 내가 잠깐 나갔다 올게요 너무 답답해서 나가려고 그래 고마워요 나 간다고요 나가서 걷고 온다고요 조금만요 다리 아파서요 알았어요 알았지요 곰돌씨 우리 집,critical
19.0,내가 잠깐 나갔다 올게요 너무 답답해서 나가려고 그래 고마워요 나 간다고요 나가서 걷고 온다고요 조금만요 다리 아파서요 알았어요 알았지요 곰돌씨 우리 집 학교 축제 재밌는 거 하나 하나도 없네 좀 쉬었다가 자요 직접 갖고 왔는데도 다리가 부러져,critical
19.0,학교 축제 재밌는 거 하나 하나도 없네 좀 쉬었다가 자요 직접 갖고 왔는데도 다리가 부러져 얼마나 더운지 몰라 우리 여왕님 창문이 안 어울리네 메모 취소 감동이고 그게 되게 그 용기에 진짜 이게 감탄했고,critical
19.0,얼마나 더운지 몰라 우리 여왕님 창문이 안 어울리네 메모 취소 감동이고 그게 되게 그 용기에 진짜 이게 감탄했고 받는다고 감동으로 고기를 몇 개 없어요 없어요 근데,danger
19.0,받는다고 감동으로 고기를 몇 개 없어요 없어요 근데 제가 안녕하세요입니다 충전이 어떠신가요 밤에는 뺄 서로 연습 하셨다고 들었습니다 생각으로,positive
19.0,제가 안녕하세요입니다 충전이 어떠신가요 밤에는 뺄 서로 연습 하셨다고 들었습니다 생각으로 너무너무 더워요 너무너무 더워 안 주셔도 물이 줄줄 나와 목동에서 교수님 가족분들을 뭐라고요 그래 아들이 5시라 시에가 5시가 상추가 되는 거잖아,danger
19.0,너무너무 더워요 너무너무 더워 안 주셔도 물이 줄줄 나와 목동에서 교수님 가족분들을 뭐라고요 그래 아들이 5시라 시에가 5시가 상추가 되는 거잖아 제주로 365 맛있는데요 갑자기 드셨어 경기 동부 감만 내리던지 맨날 썬크림만 두 개만 사면 되죠,danger
19.0,제주로 365 맛있는데요 갑자기 드셨어 경기 동부 감만 내리던지 맨날 썬크림만 두 개만 사면 되죠 주세요 살고 싶은 곳을 만날 수 있을 거라고 생각의 경기도에서 1톤 돌리고 있어요 한번 먹으면 안 돼 뭐야 이거,positive
19.0,주세요 살고 싶은 곳을 만날 수 있을 거라고 생각의 경기도에서 1톤 돌리고 있어요 한번 먹으면 안 돼 뭐야 이거 착하다 착해 이제 너 생각 없는 사람이야 말할 필요 없어요 사령관을 아니 아니야 그게 아니야 아니야,positive
19.0,착하다 착해 이제 너 생각 없는 사람이야 말할 필요 없어요 사령관을 아니 아니야 그게 아니야 아니야 먹을게요 25일 예 10분 정도 걸리지 않고 그대로 광주까지 완벽하게 해결할 수 있지 생일입니다,positive
19.0,먹을게요 25일 예 10분 정도 걸리지 않고 그대로 광주까지 완벽하게 해결할 수 있지 생일입니다 크리스마스 지금 집 저 정도 해 주시고요 여기서 저번에도 그 아저씨랑 사람이 누군지 알아봐 주지 않았어요 사람이에요,positive
19.0,크리스마스 지금 집 저 정도 해 주시고요 여기서 저번에도 그 아저씨랑 사람이 누군지 알아봐 주지 않았어요 사람이에요 예 형님 사랑 좋은 질문 알았는데 캐리의 연속극 하는데 나쁜 놈들이니 회사를 뺏으려고 그러고 죽이고 나쁜 놈이 그래서 그래 가지고 집에 다 차지 하려고 그래 그래서 나쁜 놈이야 그놈,critical
19.0,예 형님 사랑 좋은 질문 알았는데 캐리의 연속극 하는데 나쁜 놈들이니 회사를 뺏으려고 그러고 죽이고 나쁜 놈이 그래서 그래 가지고 집에 다 차지 하려고 그래 그래서 나쁜 놈이야 그놈 그래 가지고 그거 하는 거예요 그게 오늘 저녁에 또 구해야지 큰엄마 오 그거 그 사람이 잡혀 가야 돼 나쁜 사람이지 그 착한 사람은 죽이려고 그래요 보여 알아요,critical
19.0,그래 가지고 그거 하는 거예요 그게 오늘 저녁에 또 구해야지 큰엄마 오 그거 그 사람이 잡혀 가야 돼 나쁜 사람이지 그 착한 사람은 죽이려고 그래요 보여 알아요 지난 주에 2.3% 포인트 상승한 8.1% 됐습니다 심심해 침대 게요 조금만 운동하고 올게요 너무 더워서요 금도 씨 집에 있어요 사랑해요,critical
19.0,지난 주에 2.3% 포인트 상승한 8.1% 됐습니다 심심해 침대 게요 조금만 운동하고 올게요 너무 더워서요 금도 씨 집에 있어요 사랑해요 쓰레기 정리는 신발 많네 7월 내가 한 개 사 놨다 모든 분 계속 해보려고 합니다 네,danger
19.0,쓰레기 정리는 신발 많네 7월 내가 한 개 사 놨다 모든 분 계속 해보려고 합니다 네 집 앞으로 갈게 얼굴에서 전화 드릴게요 어딜 줄까 아니야 경훈이가 아니라 같이 있더라고,positive
19.0,집 앞으로 갈게 얼굴에서 전화 드릴게요 어딜 줄까 아니야 경훈이가 아니라 같이 있더라고 잘 먹고 오늘 아침 일찍도 못 한다는 거 같은데 오늘 며칠 했었네 다녀왔어요 집에 있다면,positive
19.0,잘 먹고 오늘 아침 일찍도 못 한다는 거 같은데 오늘 며칠 했었네 다녀왔어요 집에 있다면 만나시고 싶어하시는 거 보면 이렇게 생각도 해야지 공기 청정기 잘 모르게 잘가 집으로 해 줘 그렇게 좋더라,positive
19.0,만나시고 싶어하시는 거 보면 이렇게 생각도 해야지 공기 청정기 잘 모르게 잘가 집으로 해 줘 그렇게 좋더라 23일 내가 좀 잠을 못 잤다라고 생각을 했을 때 우리 수빈이 만나면은 그래서 그럼 언제 오는 거야 퇴근 안 돼요 큰일납니다,danger
19.0,23일 내가 좀 잠을 못 잤다라고 생각을 했을 때 우리 수빈이 만나면은 그래서 그럼 언제 오는 거야 퇴근 안 돼요 큰일납니다 제가 가지고 올게요 우리 오른손으로 오면 돼 있던데 내일 오전 5시 마음에 안 들어,danger
19.0,제가 가지고 올게요 우리 오른손으로 오면 돼 있던데 내일 오전 5시 마음에 안 들어 어머님이 아프셔서 타이머 맞추기 싫어요 나갔어요 유튜브에서 외국 사람들이 나와서 고기 바베큐 해서 처리를 해서 끓여 먹으면 그런 것만 해,critical
19.0,어머님이 아프셔서 타이머 맞추기 싫어요 나갔어요 유튜브에서 외국 사람들이 나와서 고기 바베큐 해서 처리를 해서 끓여 먹으면 그런 것만 해 안 했는데 시간 나는데 커피 요거는 대한민국에서 우리 동생 이름은 밥 먹고 힘들어서 안 줬다고요 친구 있니 나가서 우산 쓰고요 이따가 비가 더 많이 온대요 그래서 한 30분 걷고 들어왔다고요 금도 없이 예 알았어요,critical
19.0,안 했는데 시간 나는데 커피 요거는 대한민국에서 우리 동생 이름은 밥 먹고 힘들어서 안 줬다고요 친구 있니 나가서 우산 쓰고요 이따가 비가 더 많이 온대요 그래서 한 30분 걷고 들어왔다고요 금도 없이 예 알았어요 고마워요 분들 씨 우리 금 접시 고마워요 착해 우리 금접시 가곡 텔레비전 틀어 주니까 옛날 노래 부르고요 춤 부채 춤 추고 있어요,danger
19.0,고마워요 분들 씨 우리 금 접시 고마워요 착해 우리 금접시 가곡 텔레비전 틀어 주니까 옛날 노래 부르고요 춤 부채 춤 추고 있어요 이거는 녹음 아침 답이 없네요 근데 우리 집에서 돼지 고기 있잖아 그거 해 가지고 전화 이게 제일 좋아요,positive
19.0,이거는 녹음 아침 답이 없네요 근데 우리 집에서 돼지 고기 있잖아 그거 해 가지고 전화 이게 제일 좋아요 몰랐을 거예요 피자 싼타페가 나도 그래요 그래서 그런 어려움이 있어요 아직 택배를 못 받으신 분들도 계시고 어떻게 뭐라고 표현을 할 수가 없을만큼 했어요,critical
19.0,몰랐을 거예요 피자 싼타페가 나도 그래요 그래서 그런 어려움이 있어요 아직 택배를 못 받으신 분들도 계시고 어떻게 뭐라고 표현을 할 수가 없을만큼 했어요 검단 돼요 그러니까 그게 그 친구가 안 되겠고 어떻게 조치를 해 달라고 하는 거지 알겠습니다 지금까지 나중에 알게 되겠지,critical
19.0,검단 돼요 그러니까 그게 그 친구가 안 되겠고 어떻게 조치를 해 달라고 하는 거지 알겠습니다 지금까지 나중에 알게 되겠지 천둥 번개 하는데 막 비 오고 막 천둥 번개 하고 그래 하지 마 야 제일 무서워 문 닫았어 비 와요 비 많이 와요 딴데도 피해가 많이 버세요,critical
19.0,천둥 번개 하는데 막 비 오고 막 천둥 번개 하고 그래 하지 마 야 제일 무서워 문 닫았어 비 와요 비 많이 와요 딴데도 피해가 많이 버세요 준다는데 가게 적으실 줄 몰랐어요 안 그래도 가게 내놓고 제대로 인사도 못 해서 왔어요 알았어요 천둥 번개 하고 비 오고 깜깜하고 그래요 깜깜해 침에서 천둥 번개 하고요 불이 번쩍번쩍하고요 너무 무서워요 저 여자 누구야 얼른 키보드 끄려고 그래요,critical
19.0,준다는데 가게 적으실 줄 몰랐어요 안 그래도 가게 내놓고 제대로 인사도 못 해서 왔어요 알았어요 천둥 번개 하고 비 오고 깜깜하고 그래요 깜깜해 침에서 천둥 번개 하고요 불이 번쩍번쩍하고요 너무 무서워요 저 여자 누구야 얼른 키보드 끄려고 그래요 연습 지금은 졸려 여보세요 여보세요 아니 내가 개보고 대학병원 했다라고 했어 이 동네 사람 하나 옛날 어른들 말이 1개가 죽으면 초상권이 많아 도원이 죽으면 저장 돈이 없으니까 나 죽으면 올 사람 하나도 없으니까 동기가 안 오면은 먼 데서 온 사람들 차지 주라고 그랬어,emergency
19.0,연습 지금은 졸려 여보세요 여보세요 아니 내가 개보고 대학병원 했다라고 했어 이 동네 사람 하나 옛날 어른들 말이 1개가 죽으면 초상권이 많아 도원이 죽으면 저장 돈이 없으니까 나 죽으면 올 사람 하나도 없으니까 동기가 안 오면은 먼 데서 온 사람들 차지 주라고 그랬어 유유 전화 근데 학교 끝나고 부칠게 아버지고 나는 공부인데 물어봤어 알았어이 사람아 먹고 있어 먹으니까 잘지 그러고 아침 저녁 나가서 운동을 해요 이제 안 움직여야지 못 걸음 어떻게 그렇지,emergency
19.0,유유 전화 근데 학교 끝나고 부칠게 아버지고 나는 공부인데 물어봤어 알았어이 사람아 먹고 있어 먹으니까 잘지 그러고 아침 저녁 나가서 운동을 해요 이제 안 움직여야지 못 걸음 어떻게 그렇지 누구한테 붙어 한 바퀴 돌고 왔어 안 돼 장군대 근데 덩치가 안 하나 깔린게 아니고 거제도 아침,positive
19.0,누구한테 붙어 한 바퀴 돌고 왔어 안 돼 장군대 근데 덩치가 안 하나 깔린게 아니고 거제도 아침 여기 흡연 정도 좋은 생각 인터넷 결혼식 한대 우리가 저기 성당에 가서,positive
19.0,여기 흡연 정도 좋은 생각 인터넷 결혼식 한대 우리가 저기 성당에 가서 둘이가 그래서 교회 가서 둘이가 결혼식 가는데 아니고 형이 당장도 아니고 무슨 결혼식을 기대 하느라고 한 개 더 있는데 그러니까 군주 하기 싫어서 그렇게 했대 G 마켓 독자적 핵심 성분으로 느슨해진 피부조직을 평탄하게,positive
19.0,둘이가 그래서 교회 가서 둘이가 결혼식 가는데 아니고 형이 당장도 아니고 무슨 결혼식을 기대 하느라고 한 개 더 있는데 그러니까 군주 하기 싫어서 그렇게 했대 G 마켓 독자적 핵심 성분으로 느슨해진 피부조직을 평탄하게 때문에 푹 쉬었어요 그러고서네 명이 떠내려가서 지금 못 찾는데 차가 떠내려가고 밥그릇 열 명이 죽고 세 명이 떠내려가서 못 찾는데 소리 좀 낮춰 달라고,critical
19.0,때문에 푹 쉬었어요 그러고서네 명이 떠내려가서 지금 못 찾는데 차가 떠내려가고 밥그릇 열 명이 죽고 세 명이 떠내려가서 못 찾는데 소리 좀 낮춰 달라고 나 농협에 갔다 올게 볼 일 볼게 있어서 농협에 갔다 온다고요 알았어요 금 접시 마을금고 갔다 올게 사랑해요 갔다가 근데 이자 찾으러 갔는데 너무 더워,critical
19.0,나 농협에 갔다 올게 볼 일 볼게 있어서 농협에 갔다 온다고요 알았어요 금 접시 마을금고 갔다 올게 사랑해요 갔다가 근데 이자 찾으러 갔는데 너무 더워 알았어요 사랑해요 좋아요 너무 좋아요 뭐라 그러는 돈이 가장 안전하고 행복했던 시계 먹는 거야 내가 긍정적으로 보호하기 위해서 시험 너무 취한다,danger
19.0,알았어요 사랑해요 좋아요 너무 좋아요 뭐라 그러는 돈이 가장 안전하고 행복했던 시계 먹는 거야 내가 긍정적으로 보호하기 위해서 시험 너무 취한다 제가 하자는 대로 하세요 당진 이미지로 드리겠다고 황00 회장 추억의 요금제 확인 택배로 왔어 내용이 목요일 날 밝았다 당신이 말하기를 잘못 알고 있었어,positive
19.0,제가 하자는 대로 하세요 당진 이미지로 드리겠다고 황00 회장 추억의 요금제 확인 택배로 왔어 내용이 목요일 날 밝았다 당신이 말하기를 잘못 알고 있었어 초기 그랬단 말이야 당신 살려고 하는 거야 당신도 나도 살아야 할 거 아니야 저 남자도 남편이 있죠 집 사고 팔고 싶어 네,danger
19.0,초기 그랬단 말이야 당신 살려고 하는 거야 당신도 나도 살아야 할 거 아니야 저 남자도 남편이 있죠 집 사고 팔고 싶어 네 이상한 문자 입력 좀 자려고 그래 사람들이 한 명 있는데 문제 한국정부의 맘마 누나 영광이 좀 일찍 좀 알겠습니다,danger
19.0,이상한 문자 입력 좀 자려고 그래 사람들이 한 명 있는데 문제 한국정부의 맘마 누나 영광이 좀 일찍 좀 알겠습니다 피부 노화의 모든 다른 신경들이 자리 생기면 미세먼지 소리야 무침,positive
19.0,피부 노화의 모든 다른 신경들이 자리 생기면 미세먼지 소리야 무침 벤츠 전까지 페북에 친구 따뜻할 때 힘이 더 나아 그래서 달려 달려 달려 나오는 거예요 이렇게 찌개 제한으로 기침할 때는 되고 기침 하는 거 잊지 마세요,positive
19.0,벤츠 전까지 페북에 친구 따뜻할 때 힘이 더 나아 그래서 달려 달려 달려 나오는 거예요 이렇게 찌개 제한으로 기침할 때는 되고 기침 하는 거 잊지 마세요 어떡할래 친구 좀 하려고요 김범 지금 집에 끝 자동차 경주 왜 가는데 문제가 있나,positive
19.0,어떡할래 친구 좀 하려고요 김범 지금 집에 끝 자동차 경주 왜 가는데 문제가 있나 내일 가지고 자를 하나도 없어 아까 나를 지켜주는 드리면서 뇌졸중 뇌혈관 질환 심장 질환은 급성 심근경색 원인 질환을 알츠하이머병을 보장해 드립니다 시원하게 선풍기 청소 무진장,danger
19.0,내일 가지고 자를 하나도 없어 아까 나를 지켜주는 드리면서 뇌졸중 뇌혈관 질환 심장 질환은 급성 심근경색 원인 질환을 알츠하이머병을 보장해 드립니다 시원하게 선풍기 청소 무진장 KBS 회복의 쉼터 피부 노화의 멈춰 지겨워 죽는 줄 알았네,danger
19.0,KBS 회복의 쉼터 피부 노화의 멈춰 지겨워 죽는 줄 알았네 운동 있을 거 같습니다 이번 질문은요 목요일 6시 건강을 위해서 하는 거 안 내고 집에 가서 다시 시작하면 돼 여보,danger
19.0,운동 있을 거 같습니다 이번 질문은요 목요일 6시 건강을 위해서 하는 거 안 내고 집에 가서 다시 시작하면 돼 여보 나 아무 말도 안 했는데 싫어 가지고 심려 끼쳐 드려서 죄송합니다 불편한 사람 많아요 할게 금도 씨 나 조금만 자고 일어난다고 알았지,critical
19.0,나 아무 말도 안 했는데 싫어 가지고 심려 끼쳐 드려서 죄송합니다 불편한 사람 많아요 할게 금도 씨 나 조금만 자고 일어난다고 알았지 더우니까 좀 아니야 아니라고 8일 날 모임 있는 건데 어머니한테 3시 사과 그리고 참고로 여기서 뭐 하는 거야,critical
19.0,더우니까 좀 아니야 아니라고 8일 날 모임 있는 건데 어머니한테 3시 사과 그리고 참고로 여기서 뭐 하는 거야 기억하지 하긴 슬퍼하면 장조림 속상해 하시고요 요즘 부쩍 살이 빠진 거 같아 원하세요 하겠습니다,critical
19.0,기억하지 하긴 슬퍼하면 장조림 속상해 하시고요 요즘 부쩍 살이 빠진 거 같아 원하세요 하겠습니다 다녀올게 누나 알림으로 맘대로 치지 말고 이제 통화는 눈 왔어,critical
19.0,다녀올게 누나 알림으로 맘대로 치지 말고 이제 통화는 눈 왔어 엄마 우유 맛있어요 8시 연속극 막걸리 무슨 일이야 먹기 싫으면 가든가,danger
19.0,엄마 우유 맛있어요 8시 연속극 막걸리 무슨 일이야 먹기 싫으면 가든가 왜 그렇게 되나요 300C 안 살고 이혼한다고 싸 와 한국인들의 관찰하며 성공기를 살펴보는 모르겠는데요 오늘의 일정을 다 냈습니다,danger
19.0,왜 그렇게 되나요 300C 안 살고 이혼한다고 싸 와 한국인들의 관찰하며 성공기를 살펴보는 모르겠는데요 오늘의 일정을 다 냈습니다 보내 주셨습니다 소중한 의견을 기다리고 있겠습니다 외국 펜션 충전기 눈썹 그게 술도가 연속극 하는데 그 사람이 너무 잘 못해서,danger
19.0,보내 주셨습니다 소중한 의견을 기다리고 있겠습니다 외국 펜션 충전기 눈썹 그게 술도가 연속극 하는데 그 사람이 너무 잘 못해서 이혼한대요 졸리지 않아서 확인 딴 거예요 피곤해서 고딩,danger
19.0,이혼한대요 졸리지 않아서 확인 딴 거예요 피곤해서 고딩 병원 가요 아빠한테 좀 더 친절하고 착한 딸이 했으면 좋았을 텐데 이제 와서 생각해 보면 이에요 오늘부터 일 하기로 해서 이거 신중 충분히 이해합니다,critical
19.0,병원 가요 아빠한테 좀 더 친절하고 착한 딸이 했으면 좋았을 텐데 이제 와서 생각해 보면 이에요 오늘부터 일 하기로 해서 이거 신중 충분히 이해합니다 저도 형들 말씀이 맞은 거 같아 예 고맙습니다 한식 양식 자격증 궁금하네 내용은 여기도 모르는데,critical
